timestamp,no,src_ip,dst_ip,protocol,src_port,dst_port,length,flags,info,http_method,http_host,http_path,http_status,credentials_str,ttl,is_suspicious
16:02:36.542,870,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.543,871,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.544,872,192.168.1.10,142.251.154.119,HTTPS,62899,443,74,,HTTPS packet,,,,,,128,False
16:02:36.546,873,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.550,874,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.551,875,142.251.154.119,192.168.1.10,HTTPS,443,62899,545,,HTTPS packet,,,,,,61,False
16:02:36.553,876,142.251.154.119,192.168.1.10,HTTPS,443,62899,1284,,HTTPS packet,,,,,,61,False
16:02:36.554,877,192.168.1.10,142.251.154.119,HTTPS,62899,443,75,,HTTPS packet,,,,,,128,False
16:02:36.556,878,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.557,879,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.559,880,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.560,881,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.561,882,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.563,883,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.565,884,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.565,885,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.566,886,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.568,887,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.569,888,192.168.1.10,142.251.154.119,HTTPS,62899,443,74,,HTTPS packet,,,,,,128,False
16:02:36.571,889,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.572,890,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.573,891,142.251.154.119,192.168.1.10,HTTPS,443,62899,655,,HTTPS packet,,,,,,61,False
16:02:36.574,892,142.250.203.1,192.168.1.10,HTTPS,443,64440,180,,HTTPS packet,,,,,,60,False
16:02:36.574,893,192.168.1.10,142.250.203.1,HTTPS,64440,443,75,,HTTPS packet,,,,,,128,False
16:02:36.578,894,192.168.1.10,142.251.154.119,HTTPS,62899,443,75,,HTTPS packet,,,,,,128,False
16:02:36.586,895,192.168.1.10,142.251.154.119,HTTPS,62899,443,72,,HTTPS packet,,,,,,128,False
16:02:36.593,896,142.251.154.119,192.168.1.10,HTTPS,443,62899,295,,HTTPS packet,,,,,,61,False
16:02:36.601,897,142.251.154.119,192.168.1.10,HTTPS,443,62899,1284,,HTTPS packet,,,,,,61,False
16:02:36.603,898,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.604,899,192.168.1.10,142.251.154.119,HTTPS,62899,443,74,,HTTPS packet,,,,,,128,False
16:02:36.605,900,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.606,901,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.608,902,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.609,903,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.610,904,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.611,905,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.612,906,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.615,907,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.618,908,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.620,909,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.621,910,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.622,911,142.251.154.119,192.168.1.10,HTTPS,443,62899,545,,HTTPS packet,,,,,,61,False
16:02:36.624,912,192.168.1.10,142.251.154.119,HTTPS,62899,443,74,,HTTPS packet,,,,,,128,False
16:02:36.625,913,142.251.154.119,192.168.1.10,HTTPS,443,62899,1284,,HTTPS packet,,,,,,61,False
16:02:36.626,914,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.628,915,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.629,916,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.632,917,192.168.1.10,142.251.154.119,HTTPS,62899,443,75,,HTTPS packet,,,,,,128,False
16:02:36.633,918,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.635,919,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.636,920,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.637,921,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.639,922,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.640,923,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.641,924,192.168.1.10,142.250.203.1,HTTPS,64440,443,72,,HTTPS packet,,,,,,128,False
16:02:36.646,925,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.647,926,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.650,927,192.168.1.10,142.251.154.119,HTTPS,62899,443,75,,HTTPS packet,,,,,,128,False
16:02:36.652,928,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.655,929,142.251.154.119,192.168.1.10,HTTPS,443,62899,568,,HTTPS packet,,,,,,61,False
16:02:36.660,930,23.155.129.172,192.168.1.10,HTTP,80,60167,732,PSH ACK,HTTP 200 Response,,,,200,,117,False
16:02:36.662,931,142.251.154.119,192.168.1.10,HTTPS,443,62899,1284,,HTTPS packet,,,,,,61,False
16:02:36.664,932,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.670,933,192.168.1.10,104.29.142.22,UDP,52281,19316,70,,UDP packet,,,,,,128,True
16:02:36.672,934,192.168.1.10,142.251.154.119,HTTPS,62899,443,76,,HTTPS packet,,,,,,128,False
16:02:36.679,935,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.682,936,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.684,937,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.686,938,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.687,939,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.689,940,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.691,941,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.698,942,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.700,943,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.702,944,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.704,945,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.707,946,142.251.154.119,192.168.1.10,HTTPS,443,62899,84,,HTTPS packet,,,,,,61,False
16:02:36.709,947,192.168.1.10,142.251.154.119,HTTPS,62899,443,75,,HTTPS packet,,,,,,128,False
16:02:36.711,948,142.251.154.119,192.168.1.10,HTTPS,443,62899,1284,,HTTPS packet,,,,,,61,False
16:02:36.715,949,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.719,950,192.168.1.10,142.251.154.119,HTTPS,62899,443,712,,HTTPS packet,,,,,,128,False
16:02:36.721,951,192.168.1.10,142.251.154.119,HTTPS,62899,443,376,,HTTPS packet,,,,,,128,False
